🇭🇰港澳台(主线),#genre#
CCTV9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009

CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
CCTV2,http://204.12.221.218:8181/3m1080p/cctv2.m3u8
CCTV3,http://204.12.221.218:8181/3m1080p/cctv3.m3u8
CCTV4,http://204.12.221.218:8181/3m1080p/cctv4.m3u8
CCTV5,http://204.12.221.218:8181/3m1080p/cctv5.m3u8
CCTV5+,http://204.12.221.218:8181/3m1080p/cctv5p.m3u8
CCTV6,http://204.12.221.218:8181/3m1080p/cctv6.m3u8
CCTV7,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV8,http://204.12.221.218:8181/3m1080p/cctv8.m3u8
CCTV9,http://204.12.221.218:8181/3m1080p/cctv9.m3u8
CCTV10,http://204.12.221.218:8181/3m1080p/cctv10.m3u8
CCTV11,http://204.12.221.218:8181/3m1080p/cctv11.m3u8
CCTV12,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV13,http://204.12.221.218:8181/3m1080p/cctv13.m3u8
CCTV14,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV15,http://204.12.221.218:8181/3m1080p/cctv15.m3u8
CCTV16,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV17,http://204.12.221.218:8181/3m1080p/cctv17.m3u8
CETV1,http://204.12.221.218:8181/3m1080p/cetv1.m3u8
CETV2,http://204.12.221.218:8181/3m1080p/cetv2.m3u8
CETV3,http://204.12.221.218:8181/3m1080p/cetv3.m3u8
CETV4,http://204.12.221.218:8181/3m1080p/cetv4.m3u8

CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV4,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV5,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV8,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009

CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
cctv美洲,http://m.061899.xyz/mg/cctv4m
cctv欧洲,http://m.061899.xyz/mg/cctv4o
CETV-01,http://m.061899.xyz/mg/cetv1
CETV-02,http://m.061899.xyz/mg/cetv2
CETV-04,http://m.061899.xyz/mg/cetv4

CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17

CCTV5+,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8?3.24.160:5140
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8?3.24.170:5140
CGTN记录,https://0472.org/hls/cgtnd.m3u8?3.24.120:5140
CGTN记录,https://0472.org/hls/cgtnd.m3u8

📡卫视咪咕,#genre#
北京卫视,http://198.204.228.26/live/bjwshd.m3u8
湖南卫视,http://198.204.228.26/live/hnwshd.m3u8
东方卫视,http://198.204.228.26/live/dfwshd.m3u8
浙江卫视,http://198.204.228.26/live/zjwshd.m3u8
江苏卫视,http://198.204.228.26/live/jswshd.m3u8
天津卫视,http://198.204.228.26/live/tjwshd.m3u8
安徽卫视,http://198.204.228.26/live/ahwshd.m3u8
江西卫视,http://198.204.228.26/live/jxwshd.m3u8
深圳卫视,http://198.204.228.26/live/szwshd.m3u8
广东卫视,http://198.204.228.26/live/gdwshd.m3u8
广西卫视,http://198.204.228.26/live/gxwshd.m3u8
河南卫视,http://198.204.228.26/live/hawshd.m3u8
河北卫视,http://198.204.228.26/live/hbwshd.m3u8
吉林卫视,http://198.204.228.26/live/jlwshd.m3u8
辽宁卫视,http://198.204.228.26/live/lnwshd.m3u8
黑龙江卫视,http://198.204.228.26/live/hljwshd.m3u8
四川卫视,http://198.204.228.26/live/scwshd.m3u8
重庆卫视,http://198.204.228.26/live/cqwshd.m3u8
东南卫视,http://198.204.228.26/live/dnwshd.m3u8
云南卫视,http://198.204.228.26/live/ynwshd.m3u8
贵州卫视,http://198.204.228.26/live/gzwshd.m3u8
陕西卫视,http://198.204.228.26/live/snwshd.m3u8
天津卫视,http://198.204.228.26/live/tjwshd.m3u8
山东卫视,http://198.204.228.26/live/sdwshd.m3u8
山西卫视,http://198.204.228.26/live/sxwshd.m3u8
陕西卫视,http://198.204.228.26/live/snwshd.m3u8
湖北卫视,http://198.204.228.26/live/hbwshd.m3u8
广西卫视,http://198.204.228.26/live/gxwshd.m3u8
重庆卫视,http://198.204.228.26/live/cqwshd.m3u8
内蒙古卫视,http://198.204.228.26/live/nmgws.m3u8
青海卫视,http://198.204.228.26/live/qhws.m3u8
宁夏卫视,http://198.204.228.26/live/nxws.m3u8
新疆卫视,http://198.204.228.26/live/xjws.m3u8
西藏卫视,http://198.204.228.26/live/xzws.m3u8
三沙卫视,http://198.204.228.26/live/ssws.m3u8
兵团卫视,http://198.204.228.26/live/btws.m3u8
大湾区卫视,http://198.204.228.26/live/nfws.m3u8
厦门卫视,http://198.204.228.26/live/xmws.m3u8

湖南卫视,http://204.12.221.218:8181/3m1080p/hnws.m3u8
浙江卫视,http://204.12.221.218:8181/3m1080p/zjws.m3u8
江苏卫视,http://204.12.221.218:8181/3m1080p/jsws.m3u8
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8
东方卫视,http://204.12.221.218:8181/3m1080p/dfws.m3u8
东南卫视,http://204.12.221.218:8181/3m1080p/dnws.m3u8
广东卫视,http://204.12.221.218:8181/3m1080p/gdws.m3u8
甘肃卫视,http://204.12.221.218:8181/3m1080p/gsws.m3u8
贵州卫视,http://204.12.221.218:8181/3m1080p/gzws.m3u8
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
厦门卫视,http://204.12.221.218:8181/3m1080p/xmws.m3u8
山西卫视,http://204.12.221.218:8181/3m1080p/sxws.m3u8
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8
四川卫视,http://204.12.221.218:8181/3m1080p/scws.m3u8
陕西卫视,http://204.12.221.218:8181/3m1080p/snws.m3u8
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
北京卫视,http://204.12.221.218:8181/3m1080p/bjws.m3u8
黑龙江卫视,http://204.12.221.218:8181/3m1080p/hljws.m3u8
吉林卫视,http://204.12.221.218:8181/3m1080p/jlws.m3u8
江西卫视,http://204.12.221.218:8181/3m1080p/jxws.m3u8
辽宁卫视,http://204.12.221.218:8181/3m1080p/lnws.m3u8
山东卫视,http://204.12.221.218:8181/3m1080p/sdws.m3u8
青海卫视,http://204.12.221.218:8181/3m1080p/qhws.m3u8
新疆卫视,http://204.12.221.218:8181/3m1080p/xjws.m3u8
西藏卫视,http://204.12.221.218:8181/3m1080p/xzws.m3u8
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8
三沙卫视,http://204.12.221.218:8181/3m1080p/ssws.m3u8
深圳卫视,http://204.12.221.218:8181/3m1080p/szws.m3u8
天津卫视,http://204.12.221.218:8181/3m1080p/tjws.m3u8
云南卫视,http://204.12.221.218:8181/3m1080p/ynws.m3u8
兵团卫视,http://204.12.221.218:8181/3m1080p/btws.m3u8
宁夏卫视,http://204.12.221.218:8181/3m1080p/nxws.m3u8
内蒙古卫视,http://204.12.221.218:8181/3m1080p/nmgws.m3u8
延边卫视,http://204.12.221.218:8181/3m1080p/ybws.m3u8
农林卫视,http://204.12.221.218:8181/3m1080p/snnl.m3u8

北京卫视,http://119.233.255.62:1234/630287636
东方卫视,http://119.233.255.62:1234/651632648
江苏卫视,http://119.233.255.62:1234/623899368
广东卫视,http://119.233.255.62:1234/608831231
辽宁卫视,http://119.233.255.62:1234/630291707
河北卫视,http://119.233.255.62:1234/962042070
江西卫视,http://119.233.255.62:1234/783847495
河南卫视,http://119.233.255.62:1234/790187291
陕西卫视,http://119.233.255.62:1234/738910838
湖北卫视,http://119.233.255.62:1234/947472496
吉林卫视,http://119.233.255.62:1234/947472500
青海卫视,http://119.233.255.62:1234/947472506
东南卫视,http://119.233.255.62:1234/849116810
海南卫视,http://119.233.255.62:1234/947472502
海峡卫视,http://119.233.255.62:1234/849119120
兵团卫视,http://119.233.255.62:1234/956923145
宁夏卫视,http://119.233.255.62:1234/738910535
重庆卫视,http://119.233.255.62:1234/738910914
三沙卫视,http://119.233.255.62:1234//961023778
大湾区卫视,http://119.233.255.62:1234/608917627

北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
深圳卫视,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
广东卫视,http://go.bkpcp.top/mg/gdws
广东珠江,http://go.bkpcp.top/mg/gdzj
广东体育,http://go.bkpcp.top/mg/gdty
大湾区卫视,http://go.bkpcp.top/mg/gddwq
广东影视,http://go.bkpcp.top/mg/gdys
广东新闻,http://go.bkpcp.top/mg/gdxw
广东民生,http://go.bkpcp.top/mg/gdms

湖南卫视,http://192.151.150.154/live/hnwshd.m3u8
安徽卫视,http://192.151.150.154/live/ahwshd.m3u8
北京卫视,http://192.151.150.154/live/bjwshd.m3u8
兵团卫视,http://192.151.150.154/live/btws.m3u8
重庆卫视,http://192.151.150.154/live/cqwshd.m3u8
大湾区卫视,http://192.151.150.154/live/gdgj.m3u8
东方卫视,http://192.151.150.154/live/dfwshd.m3u8
东南卫视,http://192.151.150.154/live/dnwshd.m3u8
广东卫视,http://192.151.150.154/live/gdwshd.m3u8
甘肃卫视,http://192.151.150.154/live/gswshd.m3u8
广西卫视,http://192.151.150.154/live/gxwshd.m3u8
贵州卫视,http://192.151.150.154/live/gzwshd.m3u8
河南卫视,http://192.151.150.154/live/hawshd.m3u8
湖北卫视,http://192.151.150.154/live/hbwshd.m3u8
河北卫视,http://192.151.150.154/live/hewshd.m3u8
黑龙江卫视,http://192.151.150.154/live/hljwshd.m3u8
吉林卫视,http://192.151.150.154/live/jlwshd.m3u8
江苏卫视,http://192.151.150.154/live/jswshd.m3u8
江西卫视,http://192.151.150.154/live/jxwshd.m3u8
辽宁卫视,http://192.151.150.154/live/lnwshd.m3u8
大湾区卫视,http://192.151.150.154/live/nfws.m3u8
内蒙古卫视,http://192.151.150.154/live/nmgws.m3u8
宁夏卫视,http://192.151.150.154/live/nxws.m3u8
青海卫视,http://192.151.150.154/live/qhws.m3u8
四川卫视,http://192.151.150.154/live/scwshd.m3u8
山东卫视,http://192.151.150.154/live/sdwshd.m3u8
陕西卫视,http://192.151.150.154/live/snwshd.m3u8
三沙卫视,http://192.151.150.154/live/ssws.m3u8
山西卫视,http://192.151.150.154/live/sxwshd.m3u8
深圳卫视,http://192.151.150.154/live/szwshd.m3u8
天津卫视,http://192.151.150.154/live/tjwshd.m3u8
新疆卫视,http://192.151.150.154/live/xjws.m3u8
厦门卫视,http://192.151.150.154/live/xmws.m3u8
云南卫视,http://192.151.150.154/live/ynwshd.m3u8
浙江卫视,http://192.151.150.154/live/zjwshd.m3u8
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
湖南教育,http://107.150.60.122/live/hnjy.m3u8
吉林都市,http://107.150.60.122/live/jlds.m3u8
吉林综艺文化,http://107.150.60.122/live/jlfz.m3u8
吉林生活,http://107.150.60.122/live/jlsh.m3u8
江西新闻频道,http://107.150.60.122/live/jxtv7.m3u8

北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古视,http://m.061899.xyz/mg/nmgws
黑龙江视,http://m.061899.xyz/mg/hljws
重温经典,http://m.061899.xyz/mg/cwjd
劲爆体育,http://m.061899.xyz/mg/jbty
咪咕体育,http://m.061899.xyz/mg/mgty
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx

🌅央视卫视1,#genre#
CCTV1综合,http://mg.cttv.vip/608807420
CCTV2财经,http://mg.cttv.vip/631780532
CCTV3综艺,http://mg.cttv.vip/624878271
CCTV4中文国际,http://mg.cttv.vip/631780421
CCTV5体育,http://mg.cttv.vip/641886683
CCTV5+体育赛事,http://mg.cttv.vip/641886773
CCTV6电影,http://mg.cttv.vip/624878396
CCTV7国防军事,http://mg.cttv.vip/673168121
CCTV8电视剧,http://mg.cttv.vip/624878356
CCTV9纪录,http://mg.cttv.vip/673168140
CCTV10科教,http://mg.cttv.vip/624878405
CCTV11戏曲,http://mg.cttv.vip/667987558
CCTV12社会与法,http://mg.cttv.vip/673168185
CCTV13新闻,http://mg.cttv.vip/608807423
CCTV14少儿,http://mg.cttv.vip/624878440
CCTV15音乐,http://mg.cttv.vip/673168223
CCTV17农业农村,http://mg.cttv.vip/673168256
CCTV4欧洲,http://mg.cttv.vip/608807419
CCTV4美洲,http://mg.cttv.vip/608807416
CGTN外语纪录,http://mg.cttv.vip/609006487
CGTN阿拉伯语,http://mg.cttv.vip/609154345
CGTN西班牙语,http://mg.cttv.vip/609006450
CGTN法语,http://mg.cttv.vip/609006476
CGTN俄语,http://mg.cttv.vip/609006446
老故事,http://mg.cttv.vip/884121956
发现之旅,http://mg.cttv.vip/624878970
中学生,http://mg.cttv.vip/708869532
CGTN,http://mg.cttv.vip/609017205
东方卫视,http://mg.cttv.vip/651632648
江苏卫视,http://mg.cttv.vip/623899368
广东卫视,http://mg.cttv.vip/608831231
北京卫视,http://mg.cttv.vip/630287636
辽宁卫视,http://mg.cttv.vip/630291707
河北卫视,http://mg.cttv.vip/962042070
江西卫视,http://mg.cttv.vip/783847495
河南卫视,http://mg.cttv.vip/790187291
陕西卫视,http://mg.cttv.vip/738910838
大湾区卫视,http://mg.cttv.vip/608917627
湖北卫视,http://mg.cttv.vip/947472496
吉林卫视,http://mg.cttv.vip/947472500
青海卫视,http://mg.cttv.vip/947472506
东南卫视,http://mg.cttv.vip/849116810
海南卫视,http://mg.cttv.vip/947472502
海峡卫视,http://mg.cttv.vip/849119120
中国农林卫视,http://mg.cttv.vip/956904896
兵团卫视,http://mg.cttv.vip/956923145
宁夏卫视,http://mg.cttv.vip/738910535
重庆卫视,http://mg.cttv.vip/738910914
三沙卫视,http://mg.cttv.vip/961023778
黑龙江卫视,http://mg.cttv.vip/738906901
上海新闻综合,http://mg.cttv.vip/651632657
上视东方影视,http://mg.cttv.vip/617290047
上海第一财经,http://mg.cttv.vip/608780988
南京新闻综合频道,http://mg.cttv.vip/838109047
南京教科频道,http://mg.cttv.vip/838153729
南京十八频道,http://mg.cttv.vip/838151753
体育休闲频道,http://mg.cttv.vip/626064707
江苏城市频道,http://mg.cttv.vip/626064714
江苏国际,http://mg.cttv.vip/626064674
江苏教育,http://mg.cttv.vip/628008321
江苏影视频道,http://mg.cttv.vip/626064697
江苏综艺频道,http://mg.cttv.vip/626065193
公共新闻频道,http://mg.cttv.vip/626064693
盐城新闻综合,http://mg.cttv.vip/639731825
淮安新闻综合,http://mg.cttv.vip/639731826
泰州新闻综合,http://mg.cttv.vip/639731818
连云港新闻综合,http://mg.cttv.vip/639731715
宿迁新闻综合,http://mg.cttv.vip/639731832
徐州新闻综合,http://mg.cttv.vip/639731747
优漫卡通频道,http://mg.cttv.vip/626064703
江阴新闻综合,http://mg.cttv.vip/955227979
南通新闻综合,http://mg.cttv.vip/955227985
宜兴新闻综合,http://mg.cttv.vip/955227996
溧水新闻综合,http://mg.cttv.vip/639737327
陕西银龄频道,http://mg.cttv.vip/956909362
陕西都市青春频道,http://mg.cttv.vip/956909358
陕西秦腔频道,http://mg.cttv.vip/956909303
陕西新闻资讯频道,http://mg.cttv.vip/956909289
财富天下,http://mg.cttv.vip/956923159
镇江新闻综合,http://mg.cttv.vip/639731783
海南广播电视总台新闻频道,http://mg.cttv.vip/962067517
海南广播电视总台自贸频道,http://mg.cttv.vip/962045226
海南广播电视总台社会与法频道,http://mg.cttv.vip/962045223
海南广播电视总台文旅频道,http://mg.cttv.vip/962067526
海南广播电视总台少儿频道,http://mg.cttv.vip/962067523
广东珠江频道,http://mg.cttv.vip/639731952
赛事最经典,http://mg.cttv.vip/646596895
体坛名栏汇,http://mg.cttv.vip/629943305
四海钓鱼,http://mg.cttv.vip/637444975
陕西体育休闲频道,http://mg.cttv.vip/956909356
24小时城市联赛轮播台,http://mg.cttv.vip/915512915
武术世界,http://mg.cttv.vip/958475359
快乐垂钓,http://mg.cttv.vip/961930263
建党105周年巡礼,http://mg.cttv.vip/713600957
经典香港电影,http://mg.cttv.vip/625703337
新片放映厅,http://mg.cttv.vip/619495952
CHC影迷电影,http://mg.cttv.vip/952383261
CHC动作电影,http://mg.cttv.vip/644368714
CHC家庭影院,http://mg.cttv.vip/644368373
和美乡途轮播台,http://mg.cttv.vip/713591450
南方影视,http://mg.cttv.vip/614961829
中国天气,http://mg.cttv.vip/959986621
